Key,Bestiary Index,First Monster,Second Monster,Fusion Name,Basis for Type,Attack Kind,Physicality,Target,Base Power,Status Type,Status Effect
Spooki-onna_Glaistain,14938,Spooki-onna,Glaistain,Spookistain,First,Sword,Melee,Single,200,Debuff Target,Burned
Spooki-onna_Grampus,14887,Spooki-onna,Grampus,Spookipus,Second,Arrow,Ranged,Single,200,Debuff Target,Poisoned
Spooki-onna_Gumbaal,14838,Spooki-onna,Gumbaal,Spookibaal,Second,Fist,Melee,Team,112,Debuff Target,Evasion Down
Spooki-onna_Hauntome,-1,Spooki-onna,Hauntome,Spookitome,First,Beam,Ranged,Single,200,Buff Self,Accuracy Up
Spooki-onna_Hedgeherne,14895,Spooki-onna,Hedgeherne,Spookiherne,Second,Smash,Melee,Team,112,Debuff Target,Evasion Down
Spooki-onna_Hopskin,14822,Spooki-onna,Hopskin,Spookiskin,Second,Sword,Melee,Single,200,Debuff Target,Accuracy Down
Spooki-onna_Huntorch,14894,Spooki-onna,Huntorch,Spookitorch,Second,Fist,Melee,Team,150,Buff Self,Locked On
Spooki-onna_Icepeck,14926,Spooki-onna,Icepeck,Spookipeck,Second,Fist,Melee,Team,112,Debuff Target,Resonance
Spooki-onna_Jellyton,14906,Spooki-onna,Jellyton,Spookiton,Second,Wheel,Melee,Team,150,Buff Self,Multitarget
Spooki-onna_Jormungold,14828,Spooki-onna,Jormungold,Spookigold,First,Meteor,Ranged,Team,150,Buff Self,Contact Dmg
Spooki-onna_Jumpkin,14909,Spooki-onna,Jumpkin,Spookikin,First,Fist,Melee,Team,112,Debuff Target,Berserk
Spooki-onna_Khepri,14936,Spooki-onna,Khepri,Spookipri,Second,Arrow,Ranged,Single,200,Buff Self,Melee Defence Up
Spooki-onna_Khufo,14873,Spooki-onna,Khufo,Spookifo,Second,Meteor,Ranged,Team,150,Buff Self,Multistrike
Spooki-onna_Kingrave,14914,Spooki-onna,Kingrave,Spookigrave,Second,Smash,Melee,Team,150,Buff Self,Multitarget
Spooki-onna_Kirikuri,14905,Spooki-onna,Kirikuri,Spookikuri,First,Arrow,Ranged,Single,200,Debuff Target,Conductive
Spooki-onna_Kittelly,14857,Spooki-onna,Kittelly,Spookitelly,Second,Fist,Melee,Team,150,Buff Self,AP Boost
Spooki-onna_Kuneko,14930,Spooki-onna,Kuneko,Spookineko,Second,Arrow,Ranged,Single,200,Buff Self,Ranged Attack Up
Spooki-onna_Lapacitor,-1,Spooki-onna,Lapacitor,Spookipacitor,Second,Bomb,Ranged,Team,150,Buff Self,Accuracy Up
Spooki-onna_Liligator,14885,Spooki-onna,Liligator,Spookigator,First,Blast,Melee,Single,200,Debuff Target,Melee Defence Down
Spooki-onna_Littlered,-1,Spooki-onna,Littlered,Spookired,First,Beam,Ranged,Single,200,Buff Self,Parry Stance
Spooki-onna_Lobstacle,14833,Spooki-onna,Lobstacle,Spookistacle,First,Wheel,Melee,Team,150,Buff Self,Melee Defence Up
Spooki-onna_Macabra,14848,Spooki-onna,Macabra,Spookicabra,First,Meteor,Ranged,Team,150,Buff Self,Ranged Attack Up
Spooki-onna_Majortom,-1,Spooki-onna,Majortom,Spookitom,Second,Blast,Melee,Single,200,Debuff Target,Bomb
Spooki-onna_Malchemy,14835,Spooki-onna,Malchemy,Spookichemy,Second,Shards,Ranged,Team,112,Debuff Target,Evasion Down
Spooki-onna_Manispear,14855,Spooki-onna,Manispear,Spookispear,Second,Sword,Melee,Single,200,Debuff Target,AP Drain
Spooki-onna_Mardiusa,14829,Spooki-onna,Mardiusa,Spookidiusa,Second,Beam,Ranged,Single,200,Debuff Target,Unitarget
Spooki-onna_Mascotorn,14901,Spooki-onna,Mascotorn,Spookitorn,First,Beam,Ranged,Single,200,Debuff Target,Petrified
Spooki-onna_Mascotoy,14900,Spooki-onna,Mascotoy,Spookitoy,Second,Fist,Melee,Team,150,Buff Self,Ranged Defence Up
Spooki-onna_Masquerattle,14827,Spooki-onna,Masquerattle,Spookirattle,First,Sword,Melee,Single,200,Buff Self,Cottoned On
Spooki-onna_Miasmodeus,14836,Spooki-onna,Miasmodeus,Spookimodeus,Second,Sword,Melee,Single,200,Buff Self,Cottoned On
Spooki-onna_Minortom,-1,Spooki-onna,Minortom,Spookitom,Second,Meteor,Ranged,Team,112,Debuff Target,Unitarget
Spooki-onna_Minosteam,-1,Spooki-onna,Minosteam,Spookisteam,First,Blast,Melee,Single,200,Buff Self,Melee Defence Up
Spooki-onna_Miss Mimic,14939,Spooki-onna,Miss Mimic,Spookimimic,Second,Shards,Ranged,Team,112,Debuff Target,Accuracy Down
Spooki-onna_Mothmanic,14852,Spooki-onna,Mothmanic,Spookimanic,Second,Axe,Melee,Single,200,Debuff Target,Ranged Attack Down
Spooki-onna_Muskrateer,14881,Spooki-onna,Muskrateer,Spookirateer,Second,Smash,Melee,Team,112,Debuff Target,Bomb
Spooki-onna_Nevermort,14867,Spooki-onna,Nevermort,Spookimort,Second,Sword,Melee,Single,200,Debuff Target,Unitarget
Spooki-onna_Padpole,14883,Spooki-onna,Padpole,Spookipole,First,Spikes,Ranged,Single,200,Debuff Target,Resonance
Spooki-onna_Palangolin,14856,Spooki-onna,Palangolin,Spookigolin,First,Arrow,Ranged,Single,200,Debuff Target,Ranged Defence Down
Spooki-onna_Pawndead,14912,Spooki-onna,Pawndead,Spookidead,Second,Axe,Melee,Single,200,Buff Self,Evasion Up
Spooki-onna_Picksie,14948,Spooki-onna,Picksie,Spookisie,First,Fist,Melee,Team,150,Buff Self,Evasion Up
Spooki-onna_Pinbolt,14941,Spooki-onna,Pinbolt,Spookibolt,Second,Shards,Ranged,Team,112,Debuff Target,Petrified
Spooki-onna_Plasmantler,14892,Spooki-onna,Plasmantler,Spookimantler,First,Wheel,Melee,Team,112,Debuff Target,Unitarget
Spooki-onna_Pombomb,14924,Spooki-onna,Pombomb,Spookibomb,Second,Meteor,Ranged,Team,112,Debuff Target,Accuracy Down
Spooki-onna_Pondwalker,14922,Spooki-onna,Pondwalker,Spookiwalker,First,Beam,Ranged,Single,200,Debuff Target,Burned
Spooki-onna_Puppercut,14859,Spooki-onna,Puppercut,Spookicut,Second,Spikes,Ranged,Single,200,Buff Self,Accuracy Up
Spooki-onna_Pyromeleon,14880,Spooki-onna,Pyromeleon,Spookimeleon,Second,Spikes,Ranged,Single,200,Debuff Target,Sleep
Spooki-onna_Queenyx,14915,Spooki-onna,Queenyx,Spookinyx,Second,Sword,Melee,Single,200,Buff Self,Multistrike
Spooki-onna_Ramtasm,14841,Spooki-onna,Ramtasm,Spookitasm,Second,Arrow,Ranged,Single,200,Buff Self,Accuracy Up
Spooki-onna_Ratcousel,14882,Spooki-onna,Ratcousel,Spookicousel,Second,Beam,Ranged,Single,200,Buff Self,Speed Up
Spooki-onna_Regensea,14908,Spooki-onna,Regensea,Spookisea,Second,Bomb,Ranged,Team,112,Debuff Target,Berserk
Spooki-onna_Ripterra,14823,Spooki-onna,Ripterra,Spookiterra,Second,Fist,Melee,Team,150,Buff Self,Mind-Meld
Spooki-onna_Robindam,14870,Spooki-onna,Robindam,Spookidam,Second,Wheel,Melee,Team,150,Buff Self,Melee Defence Up
Spooki-onna_Rockertrice,14921,Spooki-onna,Rockertrice,Spookitrice,First,Smash,Melee,Team,112,Debuff Target,Bomb
Spooki-onna_Rosehood,-1,Spooki-onna,Rosehood,Spookihood,Second,Fist,Melee,Team,112,Debuff Target,Melee Attack Down
Spooki-onna_Salamagus,14879,Spooki-onna,Salamagus,Spookimagus,Second,Axe,Melee,Single,200,Debuff Target,Berserk
Spooki-onna_Sanzatime,14877,Spooki-onna,Sanzatime,Spookitime,Second,Beam,Ranged,Single,200,Buff Self,Healing Leaf
Spooki-onna_Scampire,14825,Spooki-onna,Scampire,Spookipire,First,Axe,Melee,Single,200,Buff Self,Multistrike
Spooki-onna_Scarleteeth,-1,Spooki-onna,Scarleteeth,Spookiteeth,Second,Smash,Melee,Team,112,Debuff Target,Ranged Attack Down
Spooki-onna_Scubalrus,14866,Spooki-onna,Scubalrus,Spookibalrus,Second,Bomb,Ranged,Team,112,Debuff Target,Resonance
Spooki-onna_Sharktanker,14923,Spooki-onna,Sharktanker,Spookitanker,First,Shards,Ranged,Team,150,Buff Self,Mind-Meld
Spooki-onna_Shining Kuneko,14931,Spooki-onna,Shining Kuneko,Spooki-kuneko,Second,Arrow,Ranged,Single,200,Debuff Target,Melee Defence Down
Spooki-onna_Sirenade,14844,Spooki-onna,Sirenade,Spookinade,Second,Spikes,Ranged,Single,200,Debuff Target,Evasion Down
Spooki-onna_Skelevangelist,14913,Spooki-onna,Skelevangelist,Spookivangelist,Second,Wheel,Melee,Team,112,Debuff Target,Accuracy Down
Spooki-onna_Smogmagog,14917,Spooki-onna,Smogmagog,Spookimagog,First,Beam,Ranged,Single,200,Buff Self,Healing Steam
Spooki-onna_Snoopin,14824,Spooki-onna,Snoopin,Spookipin,First,Sword,Melee,Single,200,Debuff Target,Shrapnel
Spooki-onna_Southpaw,14860,Spooki-onna,Southpaw,Spookipaw,First,Blast,Melee,Single,200,Buff Self,Accuracy Up
Spooki-onna_Sparktan,14928,Spooki-onna,Sparktan,Spookitan,First,Sword,Melee,Single,200,Buff Self,Healing Leaf
Spooki-onna_Spirouette,14907,Spooki-onna,Spirouette,Spookiette,Second,Smash,Melee,Team,112,Debuff Target,Bomb
Spooki-onna_Spitzfyre,14925,Spooki-onna,Spitzfyre,Spookifyre,First,Bomb,Ranged,Team,112,Debuff Target,Burned
Spooki-onna_Spooki-onna,14935,Spooki-onna,Spooki-onna,Jumbo Spooki-onna,First,Spikes,Ranged,Single,200,Buff Self,Mind-Meld
Spooki-onna_Springheel,14821,Spooki-onna,Springheel,Spookiheel,First,Sword,Melee,Single,200,Buff Self,Healing Steam
Spooki-onna_Squirey,14854,Spooki-onna,Squirey,Spookirey,First,Wheel,Melee,Team,112,Debuff Target,Evasion Down
Spooki-onna_Stardigrade,14898,Spooki-onna,Stardigrade,Spookigrade,First,Fist,Melee,Team,150,Buff Self,Contact Dmg
Spooki-onna_Terracooka,14896,Spooki-onna,Terracooka,Spookicooka,Second,Shards,Ranged,Team,150,Buff Self,Melee Attack Up
Spooki-onna_Thwackalope,14871,Spooki-onna,Thwackalope,Spookilope,Second,Blast,Melee,Single,200,Buff Self,Ranged Defence Up
Spooki-onna_Tokusect,14853,Spooki-onna,Tokusect,Spookisect,Second,Bomb,Ranged,Team,150,Buff Self,Melee Attack Up
Spooki-onna_Traffikrab,14831,Spooki-onna,Traffikrab,Spookikrab,Second,Beam,Ranged,Single,200,Buff Self,Locked On
Spooki-onna_Trapwurm,14944,Spooki-onna,Trapwurm,Spookiwurm,Second,Meteor,Ranged,Team,150,Buff Self,Melee Defence Up
Spooki-onna_Triphinx,14874,Spooki-onna,Triphinx,Spookiphinx,Second,Beam,Ranged,Single,200,Buff Self,Speed Up
Spooki-onna_Twirligig,14904,Spooki-onna,Twirligig,Spookigig,Second,Smash,Melee,Team,150,Buff Self,Ranged Attack Up
Spooki-onna_Umbrahella,-1,Spooki-onna,Umbrahella,Spookihella,First,Meteor,Ranged,Team,112,Debuff Target,Unitarget
Spooki-onna_Undyin,14934,Spooki-onna,Undyin,Spookidyin,Second,Fist,Melee,Team,112,Debuff Target,Glass Bonds
Spooki-onna_Velocirifle,14862,Spooki-onna,Velocirifle,Spookirifle,Second,Axe,Melee,Single,200,Debuff Target,Ranged Attack Down
Spooki-onna_Vendemon,14837,Spooki-onna,Vendemon,Spookidemon,Second,Spikes,Ranged,Single,200,Buff Self,Contact Dmg
Spooki-onna_Weevilite,14832,Spooki-onna,Weevilite,Spookilite,Second,Sword,Melee,Single,200,Buff Self,Multistrike
Spooki-onna_Wingloom,14851,Spooki-onna,Wingloom,Spookigloom,Second,Beam,Ranged,Single,200,Debuff Target,Flinched
Spooki-onna_Wooltergeist,14840,Spooki-onna,Wooltergeist,Spookitergeist,Second,Wheel,Melee,Team,150,Buff Self,Healing Steam
Spooki-onna_Wyrmaw,14945,Spooki-onna,Wyrmaw,Spookimaw,Second,Meteor,Ranged,Team,112,Debuff Target,Evasion Down
Spooki-onna_Zeustrike,14929,Spooki-onna,Zeustrike,Spookistrike,Second,Spikes,Ranged,Single,200,Debuff Target,Berserk
Spooki-onna_Zombleat,14842,Spooki-onna,Zombleat,Spookibleat,Second,Sword,Melee,Single,200,Debuff Target,Ranged Attack Down
Spooki-onna_Magikrab,14820,Spooki-onna,Magikrab,Spookikrab,First,Arrow,Ranged,Single,200,Debuff Target,Leeched
Springheel_Adeptile,123,Springheel,Adeptile,Springtile,Second,Smash,Melee,Team,112,Debuff Target,Burned
Springheel_Aeroboros,10,Springheel,Aeroboros,Springboros,First,Meteor,Ranged,Team,150,Buff Self,Multitarget
Springheel_Allseer,52,Springheel,Allseer,Springseer,First,Blast,Melee,Single,200,Debuff Target,Conductive
Springheel_Amphare,-1,Springheel,Amphare,Springhare,Second,Arrow,Ranged,Single,200,Debuff Target,Leeched
Springheel_Anathema,120,Springheel,Anathema,Springthema,Second,Shards,Ranged,Team,112,Debuff Target,Conductive
Springheel_Apocrowlypse,48,Springheel,Apocrowlypse,Springcrowlypse,Second,Arrow,Ranged,Single,200,Buff Self,Mind-Meld
Springheel_Arkidd,113,Springheel,Arkidd,Springkidd,First,Beam,Ranged,Single,200,Buff Self,Speed Up
Springheel_Artillerex,43,Springheel,Artillerex,Springrex,Second,Smash,Melee,Team,150,Buff Self,Ranged Attack Up
Springheel_Auriclaw,127,Springheel,Auriclaw,Springclaw,Second,Beam,Ranged,Single,200,Debuff Target,Resonance
Springheel_Averevoir,117,Springheel,Averevoir,Springrevoir,Second,Wheel,Melee,Team,150,Buff Self,Ranged Defence Up
Springheel_Bansheep,19,Springheel,Bansheep,Springsheep,First,Bomb,Ranged,Team,150,Buff Self,Multistrike
Springheel_Beanstalker,90,Springheel,Beanstalker,Springstalker,First,Meteor,Ranged,Team,112,Debuff Target,AP Drain
Springheel_Pawper,129,Springheel,Pawper,Springper,First,Axe,Melee,Single,200,Debuff Target,Burned
Springheel_Pawprince,130,Springheel,Pawprince,Springprince,First,Smash,Melee,Team,150,Buff Self,AP Boost
Springheel_Binterloper,83,Springheel,Binterloper,Springloper,First,Meteor,Ranged,Team,150,Buff Self,AP Boost
Springheel_Binvader,82,Springheel,Binvader,Springvader,Second,Blast,Melee,Single,200,Debuff Target,Resonance
Springheel_Blossomaw,27,Springheel,Blossomaw,Springmaw,First,Wheel,Melee,Team,112,Debuff Target,Conductive
Springheel_Blunderbusk,-1,Springheel,Blunderbusk,Springbusk,Second,Sword,Melee,Single,200,Buff Self,Healing Steam
Springheel_Boltam,71,Springheel,Boltam,Springtam,Second,Spikes,Ranged,Single,200,Debuff Target,Ranged Attack Down
Springheel_Braxsuit,55,Springheel,Braxsuit,Springsuit,First,Spikes,Ranged,Single,200,Buff Self,Contact Dmg
Springheel_Brushroom,69,Springheel,Brushroom,Springroom,Second,Wheel,Melee,Team,112,Debuff Target,Petrified
Springheel_Bulletino,41,Springheel,Bulletino,Springtino,First,Smash,Melee,Team,112,Debuff Target,AP Drain
Springheel_Burnace,96,Springheel,Burnace,Springace,First,Wheel,Melee,Team,150,Buff Self,Speed Up
Springheel_Busheye,73,Springheel,Busheye,Springsheye,First,Meteor,Ranged,Team,112,Debuff Target,Unitarget
Springheel_Candevil,14,Springheel,Candevil,Springdevil,First,Meteor,Ranged,Team,150,Buff Self,Mind-Meld
Springheel_Capricorpse,23,Springheel,Capricorpse,Springcorpse,Second,Meteor,Ranged,Team,150,Buff Self,AP Boost
Springheel_Carniviper,6,Springheel,Carniviper,Springviper,First,Arrow,Ranged,Single,200,Buff Self,Contact Dmg
Springheel_Cat-5,38,Springheel,Cat-5,Spring-5,First,Smash,Melee,Team,112,Debuff Target,Conductive
Springheel_Charlequin,-1,Springheel,Charlequin,Springquin,First,Smash,Melee,Team,112,Debuff Target,Bomb
Springheel_Clocksley,49,Springheel,Clocksley,Springsley,First,Shards,Ranged,Team,150,Buff Self,Locked On
Springheel_Cluckabilly,100,Springheel,Cluckabilly,Springbilly,First,Smash,Melee,Team,150,Buff Self,Melee Defence Up
Springheel_Coaldron,77,Springheel,Coaldron,Springdron,Second,Blast,Melee,Single,200,Debuff Target,AP Drain
Springheel_Cryoshear,107,Springheel,Cryoshear,Springshear,First,Smash,Melee,Team,112,Debuff Target,Ranged Defence Down
Springheel_Dandylion,26,Springheel,Dandylion,Springlion,Second,Spikes,Ranged,Single,200,Buff Self,Accuracy Up
Springheel_Decibelle,25,Springheel,Decibelle,Springbelle,Second,Meteor,Ranged,Team,150,Buff Self,Melee Defence Up
Springheel_Diveal,45,Springheel,Diveal,Springveal,Second,Blast,Melee,Single,200,Buff Self,Evasion Up
Springheel_Diveberg,122,Springheel,Diveberg,Springberg,Second,Spikes,Ranged,Single,200,Debuff Target,Accuracy Down
Springheel_Djinn Entonic,112,Springheel,Djinn Entonic,Springentonic,First,Spikes,Ranged,Single,200,Debuff Target,Ranged Attack Down
Springheel_Dominoth,30,Springheel,Dominoth,Springnoth,Second,Arrow,Ranged,Single,200,Debuff Target,Sleep
Springheel_Draculeaf,91,Springheel,Draculeaf,Springleaf,First,Blast,Melee,Single,200,Buff Self,Multistrike
Springheel_Elfless,66,Springheel,Elfless,Springless,First,Wheel,Melee,Team,150,Buff Self,Contact Dmg
Springheel_Faerious,68,Springheel,Faerious,Springrious,First,Sword,Melee,Single,200,Debuff Target,Accuracy Down
Springheel_Faucetear,98,Springheel,Faucetear,Springtear,First,Fist,Melee,Team,112,Debuff Target,Ranged Attack Down
Springheel_Ferriclaw,126,Springheel,Ferriclaw,Springclaw,Second,Axe,Melee,Single,200,Buff Self,Melee Attack Up
Springheel_Flapwoods,56,Springheel,Flapwoods,Springwoods,Second,Fist,Melee,Team,150,Buff Self,Ranged Defence Up
Springheel_Folklord,29,Springheel,Folklord,Springlord,First,Fist,Melee,Team,112,Debuff Target,Confused
Springheel_Fortiwinx,58,Springheel,Fortiwinx,Springwinx,Second,Arrow,Ranged,Single,200,Debuff Target,Unitarget
Springheel_Fountess,99,Springheel,Fountess,Springtess,Second,Shards,Ranged,Team,112,Debuff Target,Unitarget
Springheel_Fragliacci,-1,Springheel,Fragliacci,Springliacci,First,Beam,Ranged,Single,200,Debuff Target,AP Drain
Springheel_Frillypad,64,Springheel,Frillypad,Springpad,First,Blast,Melee,Single,200,Debuff Target,Melee Defence Down
Springheel_Fungogh,70,Springheel,Fungogh,Springgogh,First,Wheel,Melee,Team,112,Debuff Target,Berserk
Springheel_Galagor,79,Springheel,Galagor,Springgor,First,Wheel,Melee,Team,150,Buff Self,Melee Defence Up
Springheel_Gearyu,44,Springheel,Gearyu,Springryu,First,Arrow,Ranged,Single,200,Debuff Target,Sleep
Springheel_Glaistain,118,Springheel,Glaistain,Springstain,Second,Axe,Melee,Single,200,Debuff Target,Ranged Attack Down
Springheel_Grampus,67,Springheel,Grampus,Springpus,Second,Shards,Ranged,Team,150,Buff Self,Healing Leaf
Springheel_Gumbaal,18,Springheel,Gumbaal,Springbaal,Second,Smash,Melee,Team,150,Buff Self,Locked On
Springheel_Hauntome,-1,Springheel,Hauntome,Springtome,Second,Axe,Melee,Single,200,Buff Self,Mind-Meld
Springheel_Hedgeherne,75,Springheel,Hedgeherne,Springherne,First,Spikes,Ranged,Single,200,Debuff Target,Speed Down
Springheel_Hopskin,2,Springheel,Hopskin,Springskin,First,Shards,Ranged,Team,112,Debuff Target,Glass Bonds
Springheel_Huntorch,74,Springheel,Huntorch,Springtorch,Second,Meteor,Ranged,Team,112,Debuff Target,Speed Down
Springheel_Icepeck,106,Springheel,Icepeck,Springpeck,First,Blast,Melee,Single,200,Buff Self,Locked On
Springheel_Jellyton,86,Springheel,Jellyton,Springton,First,Meteor,Ranged,Team,150,Buff Self,Healing Leaf
Springheel_Jormungold,8,Springheel,Jormungold,Springgold,Second,Sword,Melee,Single,200,Buff Self,Multistrike
Springheel_Jumpkin,89,Springheel,Jumpkin,Springkin,First,Fist,Melee,Team,112,Debuff Target,Speed Down
Springheel_Khepri,116,Springheel,Khepri,Springpri,First,Spikes,Ranged,Single,200,Debuff Target,Poisoned
Springheel_Khufo,53,Springheel,Khufo,Springfo,First,Bomb,Ranged,Team,150,Buff Self,Multistrike
Springheel_Kingrave,94,Springheel,Kingrave,Springgrave,Second,Smash,Melee,Team,112,Debuff Target,Petrified
Springheel_Kirikuri,85,Springheel,Kirikuri,Springkuri,Second,Sword,Melee,Single,200,Buff Self,Healing Steam
Springheel_Kittelly,37,Springheel,Kittelly,Springtelly,Second,Spikes,Ranged,Single,200,Buff Self,Mind-Meld
Springheel_Kuneko,110,Springheel,Kuneko,Springneko,Second,Arrow,Ranged,Single,200,Debuff Target,Shrapnel
Springheel_Lapacitor,-1,Springheel,Lapacitor,Springpacitor,Second,Spikes,Ranged,Single,200,Debuff Target,Melee Attack Down
Springheel_Liligator,65,Springheel,Liligator,Springgator,Second,Smash,Melee,Team,150,Buff Self,Healing Leaf
Springheel_Littlered,-1,Springheel,Littlered,Springred,Second,Wheel,Melee,Team,112,Debuff Target,Accuracy Down
Springheel_Lobstacle,13,Springheel,Lobstacle,Springstacle,First,Axe,Melee,Single,200,Buff Self,Melee Attack Up
Springheel_Macabra,28,Springheel,Macabra,Springcabra,Second,Smash,Melee,Team,112,Debuff Target,Conductive
Springheel_Majortom,-1,Springheel,Majortom,Springtom,First,Spikes,Ranged,Single,200,Debuff Target,Conductive
Springheel_Malchemy,15,Springheel,Malchemy,Springchemy,First,Fist,Melee,Team,112,Debuff Target,Leeched
Springheel_Manispear,35,Springheel,Manispear,Springspear,Second,Blast,Melee,Single,200,Buff Self,Mind-Meld
Springheel_Mardiusa,9,Springheel,Mardiusa,Springdiusa,Second,Axe,Melee,Single,200,Debuff Target,AP Drain
Springheel_Mascotorn,81,Springheel,Mascotorn,Springtorn,First,Sword,Melee,Single,200,Debuff Target,Poisoned
Springheel_Mascotoy,80,Springheel,Mascotoy,Springtoy,Second,Fist,Melee,Team,150,Buff Self,Ranged Defence Up
Springheel_Masquerattle,7,Springheel,Masquerattle,Springrattle,Second,Shards,Ranged,Team,112,Debuff Target,Berserk
Springheel_Miasmodeus,16,Springheel,Miasmodeus,Springmodeus,Second,Spikes,Ranged,Single,200,Buff Self,Ranged Attack Up
Springheel_Minortom,-1,Springheel,Minortom,Springtom,Second,Meteor,Ranged,Team,112,Debuff Target,Unitarget
Springheel_Minosteam,-1,Springheel,Minosteam,Springsteam,Second,Beam,Ranged,Single,200,Debuff Target,Sleep
Springheel_Miss Mimic,119,Springheel,Miss Mimic,Springmimic,First,Beam,Ranged,Single,200,Buff Self,Multistrike
Springheel_Mothmanic,32,Springheel,Mothmanic,Springmanic,First,Fist,Melee,Team,150,Buff Self,Melee Defence Up
Springheel_Muskrateer,61,Springheel,Muskrateer,Springrateer,First,Beam,Ranged,Single,200,Buff Self,Ranged Attack Up
Springheel_Nevermort,47,Springheel,Nevermort,Springmort,Second,Blast,Melee,Single,200,Debuff Target,Berserk
Springheel_Padpole,63,Springheel,Padpole,Springpole,Second,Sword,Melee,Single,200,Buff Self,Ranged Attack Up
Springheel_Palangolin,36,Springheel,Palangolin,Springgolin,Second,Arrow,Ranged,Single,200,Buff Self,Evasion Up
Springheel_Pawndead,92,Springheel,Pawndead,Springdead,First,Beam,Ranged,Single,200,Debuff Target,Flinched
Springheel_Picksie,128,Springheel,Picksie,Springsie,First,Arrow,Ranged,Single,200,Debuff Target,Flinched
Springheel_Pinbolt,121,Springheel,Pinbolt,Springbolt,Second,Beam,Ranged,Single,200,Buff Self,Mind-Meld
Springheel_Plasmantler,72,Springheel,Plasmantler,Springmantler,First,Smash,Melee,Team,150,Buff Self,Speed Up
Springheel_Pombomb,104,Springheel,Pombomb,Springbomb,Second,Meteor,Ranged,Team,150,Buff Self,Contact Dmg
Springheel_Pondwalker,102,Springheel,Pondwalker,Springwalker,First,Meteor,Ranged,Team,112,Debuff Target,Flinched
Springheel_Puppercut,39,Springheel,Puppercut,Springcut,Second,Meteor,Ranged,Team,112,Debuff Target,Poisoned
Springheel_Pyromeleon,60,Springheel,Pyromeleon,Springmeleon,First,Smash,Melee,Team,112,Debuff Target,Flinched
Springheel_Queenyx,95,Springheel,Queenyx,Springnyx,Second,Fist,Melee,Team,112,Debuff Target,Petrified
Springheel_Ramtasm,21,Springheel,Ramtasm,Springtasm,Second,Axe,Melee,Single,200,Buff Self,Mind-Meld
Springheel_Ratcousel,62,Springheel,Ratcousel,Springcousel,Second,Blast,Melee,Single,200,Buff Self,Cottoned On
Springheel_Regensea,88,Springheel,Regensea,Springsea,Second,Blast,Melee,Single,200,Buff Self,Accuracy Up
Springheel_Ripterra,3,Springheel,Ripterra,Springterra,Second,Fist,Melee,Team,150,Buff Self,Ranged Attack Up
Springheel_Robindam,50,Springheel,Robindam,Springdam,Second,Shards,Ranged,Team,112,Debuff Target,Confused
Springheel_Rockertrice,101,Springheel,Rockertrice,Springtrice,Second,Shards,Ranged,Team,150,Buff Self,AP Boost
Springheel_Rosehood,-1,Springheel,Rosehood,Springhood,Second,Beam,Ranged,Single,200,Debuff Target,Sleep
Springheel_Salamagus,59,Springheel,Salamagus,Springmagus,First,Blast,Melee,Single,200,Debuff Target,Sleep
Springheel_Sanzatime,57,Springheel,Sanzatime,Springtime,Second,Beam,Ranged,Single,200,Debuff Target,Poisoned
Springheel_Scampire,5,Springheel,Scampire,Springpire,First,Meteor,Ranged,Team,112,Debuff Target,Shrapnel
Springheel_Scarleteeth,-1,Springheel,Scarleteeth,Springteeth,First,Sword,Melee,Single,200,Buff Self,Locked On
Springheel_Scubalrus,46,Springheel,Scubalrus,Springbalrus,Second,Bomb,Ranged,Team,150,Buff Self,Parry Stance
Springheel_Sharktanker,103,Springheel,Sharktanker,Springtanker,First,Axe,Melee,Single,200,Debuff Target,Bomb
Springheel_Shining Kuneko,111,Springheel,Shining Kuneko,Spring-kuneko,First,Fist,Melee,Team,150,Buff Self,Healing Leaf
Springheel_Sirenade,24,Springheel,Sirenade,Springnade,Second,Blast,Melee,Single,200,Debuff Target,Berserk
Springheel_Skelevangelist,93,Springheel,Skelevangelist,Springvangelist,First,Sword,Melee,Single,200,Buff Self,Ranged Defence Up
Springheel_Smogmagog,97,Springheel,Smogmagog,Springmagog,First,Meteor,Ranged,Team,150,Buff Self,Ranged Attack Up
Springheel_Snoopin,4,Springheel,Snoopin,Springpin,Second,Bomb,Ranged,Team,150,Buff Self,Melee Defence Up
Springheel_Southpaw,40,Springheel,Southpaw,Springpaw,Second,Bomb,Ranged,Team,112,Debuff Target,Conductive
Springheel_Sparktan,108,Springheel,Sparktan,Springtan,First,Beam,Ranged,Single,200,Debuff Target,Ranged Defence Down
Springheel_Spirouette,87,Springheel,Spirouette,Springette,Second,Meteor,Ranged,Team,150,Buff Self,Multistrike
Springheel_Spitzfyre,105,Springheel,Spitzfyre,Springfyre,Second,Shards,Ranged,Team,150,Buff Self,Melee Defence Up
Springheel_Spooki-onna,115,Springheel,Spooki-onna,Spring-onna,First,Sword,Melee,Single,200,Debuff Target,Petrified
Springheel_Springheel,1,Springheel,Springheel,Super Springheel,Second,Bomb,Ranged,Team,112,Debuff Target,Resonance
Springheel_Squirey,34,Springheel,Squirey,Springrey,Second,Fist,Melee,Team,150,Buff Self,Melee Defence Up
Springheel_Stardigrade,78,Springheel,Stardigrade,Springgrade,First,Arrow,Ranged,Single,200,Buff Self,Evasion Up
Springheel_Terracooka,76,Springheel,Terracooka,Springcooka,Second,Fist,Melee,Team,150,Buff Self,Mind-Meld
Springheel_Thwackalope,51,Springheel,Thwackalope,Springlope,First,Smash,Melee,Team,150,Buff Self,Healing Steam
